"req_id";"name";"comm";"pay";"fair";"fast";"reviews";"tos_flags";"hit";"X";"speed";"hprice";"price";"time";"title";"desc";"max";"maxlog";"meanspeed";"varspeed";"ldesc";"ltitle"
"A1LWI1809TP5XH";"Michael W. Passey";0;4,2;5;4,4;5;0;"260LVCNHMVHVLJEL2CB2E4JAEQU02W";75;0,134393434213901;0,6;0,1;600;"Find the Website and Email Address for Restaurants";"Given the restaurant/business information, find the email address for the business, URL for their official website, and Open Table URL (if applicable).";689;2,83821922190763;-0,134462406979728;5,49045205713797;151;50
"A1LZ58B9X4QBGR";"Todd Holloway";4;1,83;3,9;3,36;12;0;"2QPDNVP3TVOKOOA6NVP7YEO4M4V30X";32;0,990982439487423;0,03;0,03;3600;"Identify Real Estate terms that are roughly the same";"You are looking at pairs of words that have appeared on a real estate website in the United States. Indicate whether they refer to roughly the same (e.g. synonym, plural, abbreviation, misspelling) thing or different things.";2165;3,33545790068938;-0,995708154506438;87,5114325884268;224;52
"A1OWU7WPT5V980";"Jennifer M Tran";4;1;1;1;1;0;"25M5K4F0OHOV89LAAGF2R92OHKZ219";19;0,0548347235094223;0,15;0,05;1200;"Find the SIC (Standard Classification Code) for these companies";"Given the company information, find the SIC code for their company. Look at places such as www.manta.com to find the SIC. If it is a person, please put 5. No N/A&#39;s will be accepted. Random checks will be completed on the Hits and rejected if not correct";3352;3,52530400995824;-0,0548601452634832;7,3895847296423;257;63
"A1P11J9V3TSV1X";"";NA;NA;NA;NA;NA;NA;"2KGW3K4F0OHSSIAQTGBOCL94HIE01J";51;0,499167129372571;0,3;0,05;600;"Pull keywords from product titles";"Extract the broadest phrases from a product title";1066;3,02775720469055;-0,499444444444444;56,5527386934673;49;33
"A1Q41ULWN3BL1B";"";NA;NA;NA;NA;NA;NA;"24NR3TVOK5UFAFG1615O9FYR14D63M";76;0,182795698924731;1,2;0,1;300;"Find the Email Addresses of News Reporters";"Given the website article link, find the official email address of these news reporters";686;2,83632411570675;-0,182795698924731;41,9703860391327;87;42
"A1QRYX7GURXUAA";"Paul Anderson";5;5;5;5;2;0;"2E3PVP3TVOK8NNV8YPYQOOZG7YY41H";79;0,029010662038185;0,05;0,05;3600;"Find contact information for this Article&#39;s Author";"Given the article URL, find the email for the author at the publication";609;2,78461729263288;-0,0290178571428571;3,03007650207734;71;54
"A1S915XV7TUJ6Q";"Ashley Fraser";2,89;4;3,36;4;14;0;"2YEAJIA0RYNNR2T1APR5MMJTYQ316A";10;0,627332324760464;1,5;0,25;600;"Find an email address for the attached charities";"Given the information provided on charities identify a valid email address for the organization";5465;3,73759016628572;-0,627569680918149;21,8192266020019;95;48
"A1S915XV7TUJ6Q";"Ashley Fraser";2,89;4;3,36;4;14;0;"26NJ8MZ9O9ZA2WAHCDQHSRRLKT5096";71;0,338991270611057;0,9;0,3;1200;"Find a Phone Number and Email for the following Schools";"Identify an Email and Phone Number for the following Schools";769;2,88592633980143;-0,339155749636099;15,0323297326285;60;55
"A1T0BTJXIWMZOH";"Seth Hays";5;2,33;5;5;4;0;"20NENHMVHVKCL1WCV1Y4U79KUY924T";4;3,16090474439132;0,00166666666666667;0,04;86400;"Find the postal code for the addresses";"Given the address, find the postal code from any website";17278;4,23749346966873;-3,19379412857674;4622,75017506709;56;38
"A1TH84VBOHSWVA";"andrew de coriolis";5;3;2,33;5;3;0;"26V8XBAT2D5N6K5K65H0UG5T1UQ15S";26;0,50212109525646;1,2;0,06;180;"Find website addresses for companies";"Given the name and address of a company, find the URL for their official website";2735;3,43695733066945;-0,502314814814815;69,2399825783972;80;36
"A1UEA2OZM65ROP";"Ruonan Li";0;2,6;5;4,67;5;0;"2IUC1QP6AUC8PP2EMQSXDV0GT7J077";53;0,0342998585572843;0,36;0,06;600;"Mark Keypoints on Human Body";"You will mark 13 keypoints on the body of one person shown in the picture, and detemine the gender and age of the person";1022;3,00945089579869;-0,0343119915104351;1,29420052466472;120;28
"A1UEA2OZM65ROP";"Ruonan Li";0;2,6;5;4,67;5;0;"2KGJ1XERSQVCP37XWVK3RVWB4SP08W";58;0,0310729613733906;0,12;0,01;300;"Social Relationship Annotation";"You will annotate the relationsbip of a pair of people shown in a picture";962;2,98317507203781;-0,0311124862486249;2,15029056004486;73;30
"A1V72N7WRG3MGV";"Daniel Leffel";2,5;2,93;3,94;4,45;58;0;"230LIA0RYNJ9ASG0H3WBSJT1J6127G";1;5,18229439497119;0,1;0,1;3600;"Edit/Correct the Title of An Internet Listing";"You&#39;ll be shown the title of a listing on the Internet which may have incorrect punctuation, capitalization, etc. Your job is to fix/normalize the titles.";46835;4,67057052456608;-5,18501048218029;1017,3540576062;158;45
"A1WHUIETNHUMWL";"Damir Bulic";0;3;5;4;1;0;"2FUCOO2GMMEGOUXAV0D6SAA4SML77R";41;0,132854578096948;0,18;0,03;600;"Find the logo image of a company";"Given website address, locate URL address of company logo";1148;3,05994188806195;-0,132922761098281;8,64887520314772;57;32
"A21C9RYR4HBAVA";"gretchen wells";2,33;2,71;3;3,4;7;0;"2KLXOK5UFJ51FZVWOM6YZS1EYWN690";45;0,0448040510788199;0,05;0,05;3600;"Find email address for website";"Given a website URL, find a valid contact email address";615;2,78887511577542;-0,0448188525492787;5,00082196737301;55;30
"A21D20ZTWNLPFM";"Studio Ousia";1;4,25;5;5;4;0;"25M5K4F0OHOVJ2TXGXF2V92IND121E";30;6,57142857142857;0,18;0,03;600;"Classify a keyword in a document";"We are developing a tool that converts notable keywords in a document into links that enable users to easily retrieve further information on keywords using web sources such as Wikipedia, Google, and Twitter. Question: Do you think converting the highlighted keyword into a link is helpful, interesting, or relevant enough for readers of this document and could improve readers&#39; overall user experience? Helpful keywords generally include specific names, organization names, difficult terminologies. Unhelpful keywords are basically common words or names that hardly attract reader&#39;s intentions to look up further. This data will be used for improving the accuracy of the keyword detection of our tool.";2454;3,38987455839099;-6,57142857142857;569,809523809524;709;32
"A21NHD20S6NR5H";"USell";4,67;4,67;4,78;4,89;9;0;"25MSIHPCGJ2HEGNDFAOH9JPRYQ528C";68;0,132341626057964;0,05;0,05;3600;"Find and enter in the online trade-in price of the specified device.";"For the specified used electronic device and the gadget trade-in website, find the offer price for which someone can sell that device for.";794;2,8998205024271;-0,132409545804465;7,28493071593534;138;68
"A244T4O2S8NGJ";"Mike Roberts";0;3;5;5;1;0;"2E3PVP3TVOK9ZU86ATYQNOZH4W014V";13;0,393615850302697;1,5;0,1;240;"Google for dentist&#39;s Website Address, email, office hours";"Given a dentist&#39;s information, find the email, URL and office hours listed on the dentist&#39;s official website";4305;3,63397315578967;-0,394179894179894;27,8706199460916;116;61
"A24K81K39LM83A";"Cindy Wu";0;4;5;5;2;0;"2FH56XBAT2D5VUFQVCUQAJG623V40M";89;0,0113110539845758;0,06;0,03;1800;"Find Contact information for this Article&#39;s Author";"Find email address for this article&#39;s author";507;2,70500795933334;-0,0112907364639466;15,369279787871;48;54
"A24VBZXSLY80GN";"Seamus Kraft";2,59;3,33;2,73;3,67;24;0;"294YY2AOO2GMVOAEP0HSLM6KFGB44M";2;0,0788930194134655;1,8;0,15;300;"Write A Short Summary Title (5-8 Words) for Each Section of the Maryland Law";"Read each individual section of the Maryland law, write summary title of that section that&#39;s less than 100 characters (including spaces)";31772;4,50204455387735;-0,0788930194134655;431,60963768518;140;76
"A251EX3S0BNY1R";"Justin Otte";0;5;5;5;1;0;"279O8JIA0RYN21XPV3D0EBMLY0P50J";77;0,0167364016736402;0,0166666666666667;0,05;10800;"Verify a Point of Interest in Search";"Verify if a Given Point of Interest is Provided as a Suggested Search";646;2,81023251799508;-0,0167427701674277;1,15247375606082;69;36
"A26KWYK7XN2N30";"97th Floor";1;4,67;5;5;3;0;"25M5K4F0OHOVAA7J7IF2T92MLE412C";87;0,107708279262912;0,1;0,1;3600;"Find e-mail addresses of the owners of toxic sites";"Give me the contact e-mail of the owner of the listed URL. Please be certain that the e-mail is functional. If possible, please provide the first";550;2,74036268949424;-0,107736240913811;9,04122983650332;145;50
"A26PN5VB7V9CPA";"Cherise Chin";1;3,33;5;5;3;0;"25M5K4F0OHOZPMYOZ7F2W92HIG121M";85;0,0820982514571191;0,05;0,05;3600;"Find the Email Address for Dentists";"Given the Dentist and Practice information, find the email address (personal/business or generic/specific)";559;2,74741180788642;-0,0821256038647343;4,16908212560386;106;35
"A273WCOIREHNAO";"shelmes";5;4;5;5;6;0;"20NENHMVHVKCU4878BY4N7APS1724D";22;0,296742754552449;0,05;0,05;3600;"Find a job posting (vacancy) on a specific website";"Given a URL, find a job posting the URL for their official website";3026;3,48086892368717;-0,296895047472415;14,3273885895133;66;50
"A27H6Q9JZSZ2Z0";"";NA;NA;NA;NA;NA;NA;"2PBKA0RYNJ925ESS1N2MUTUH2Y783I";50;0,235417150825006;0,3;0,1;1200;"Find contact email for a given URL / Domain Name";"Given a list of domain name (URL), find their Tech Email or Admin Email or Contact Email";1089;3,03702787975578;-0,235471873547187;26,3735910458497;88;48
"A27IPX3ZIC70PV";"Anirudh gupta";2,5;1,33;1,56;1,86;11;0;"2KC6F0OHOVR1JQL4YAC9BHEE1E834U";21;0,0187919463087248;0,6;0,04;240;"Find emails from web addresses and blogs";"Given the URL of a blog or a webaddress find the email address of the blogger";3153;3,4987239707479;-0,0187982544478013;2,44637119442756;77;40
"A28JEQTWH76JDT";"Product Search";1,94;2,56;2,7;2,63;27;0;"21WH0OHOVR14R5GJWB02LED0GAY45T";7;0,490744821507272;0,01;0,01;3600;"Identify if Shopping search results are relevant or not";"We display link from a popular product search engine Thefind. Please review the result shown and identify if the results are relevant or not.";10842;4,03510940294458;-0,490961199294533;78,9347858640311;141;55
"A29J4K4JLSC5NI";"Alex Carstensen";3;3,7;3,64;4,3;12;0;"23NJVKCJ011KTRQ5QUBQ1638P5E97T";86;0,00896057347670251;0,05;0,05;3600;"Look at Pictures and answer a simple question";"Help us better understand human cognition! You will use simple images and answer one question. To participate, you must be at least 18, and have normal or correct to normal vision.";549;2,73957234445009;-0,00896057347670251;0,513768686073958;180;45
"A2B3UEU4B10IOJ";"Citystream Inc.";5;3,5;5;5;2;0;"2S2V2D5NQYN9JDTJR7WT8MND5ZF59V";52;0,0300182719916471;0,05;0,05;3600;"Find the description of a school on its webpage";"Given a school URL, find the description of the school from its official website. Collect the description and the URL where the description was found.";1107;3,04414762087872;-0,03003003003003;1,77392686804452;150;47
"A2FOLON1UWQ1XY";"Greg Jensen";0;5;5;3;1;0;"23NJVKCJ011OF3DASSBQ7618QB779E";70;0,107704559028469;0,1;0,1;3600;"find primary contacts for a list of websites";"Given a list of website root domains, locate the primary contact email or &quot;contact us&quot; submission form";676;2,82994669594164;-0,108308308308308;10,9416008065828;112;44
"A2HP9W5J445GO1";"Furqan Nazeeri";0;5;5;5;1;0;"2IUC1QP6AUC26D9MLDSX9V0MO0K07A";39;0,0572636433512683;0,1;0,2;7200;"University Faculty Profile Data Gathering";"Please fill in the profile data for each University Faculty Member from the provided URL";1696;3,22942584792069;-0,0572856593617839;2,08395809304114;88;41
"A2IIS0SGVSLSQR";"";NA;NA;NA;NA;NA;NA;"2HGWQIHPCGJ8Q7YAIHWXS0JPTUL71W";59;0,0383091149273448;0,11;0,11;3600;"Find the email addresses for Toy Manufacturers";"Given the name of a business and industry contact database, find relevant email addresses.";941;2,97358962342726;-0,0383597883597884;1,30869626897432;90;46
"A2LH9RCXMT88MN";"user453";1,77;2,75;2,15;2,39;41;0;"260LVCNHMVHVS9Q88NB2C4KFHOS023";23;1,16354016354016;0,02;0,02;3600;"Flag images.";"Select images with quality issues";3067;3,48671377598249;-1,16354016354016;199,91985695464;33;12
"A2MR1CUEN83T93";"Will Crandle";0;2;5;5;2;0;"2ZSQUQIHPCGJXY8SYON56H0LUTY06D";9;0,231214989376087;0,2;0,01;180;"Find the Website Address for Company Names";"Given the UK Company Name, find the associated URL address.";6101;3,78540102499239;-0,231304347826087;33,8034116043024;59;42
"A2O08YO5LWXIN5";"Frederick W. Taylor";2,75;4,18;4,33;4,17;12;0;"2E3PVP3TVOK82KO4B7YQOOZHZU0149";15;0,249296135142053;0,04;0,04;3600;"Find the Twitter Handles for Universities and Colleges";"Given the college information, find the URL for their official website";3895;3,59050746200858;-0,249359959037378;12,5499090047999;70;54
"A2QKTW8L7UVGEN";"Skillfeed Admin";0;3;5;5;1;0;"2S2V2D5NQYN5L81JWTWT7MNE13J599";24;0,195987654320988;0,05;0,05;3600;"Sign Up To Mailing Lists";"Go to the URL below, find the mailing list and subscribe using our email.";3027;3,48101242095657;-0,195987654320988;19,5802253302253;73;24
"A2SIHY15OHWI99";"Travis Pearl";0;3;5;5;4;0;"2QPDNVP3TVOK6EAH79P7TEO5O7U03U";36;0,590529247910863;0,12;0,02;600;"Find the Website Address for A Given Company";"Given a company name, find the URL for their company website";1758;3,24501887073775;-0,590734935562522;94,8145344137537;60;44
"A2SIHY15OHWI99";"Travis Pearl";0;3;5;5;4;0;"26NJ8MZ9O9Z6LGZXOIQHKRRROW3094";72;0,0655866213744447;0,6;0,1;600;"Given an email address and company name, find the person&#39;s first name, last name and job title";"Use Google and LinkedIn to find the name and job title that accompanies an email &amp; company name";306;2,48572142648158;-0,0656209150326797;7,74708102108768;99;98
"A2W4NSZRJZT5TR";"Imke Reimers";0;2;5;5;1;0;"2YEAJIA0RYNJE2BE2OR5LMJU3N716R";61;0,0227197529502592;0,1;0,1;3600;"Transcribe book titles, authors and rankings from websites";"You&#39;ll be shown a list of weekly top ten Italian book bestsellers. Your job is to transcribe date, title, author and rank";924;2,96567197122011;-0,0227297804259075;3,01576440068625;125;58
"A2WNBSR5VT361D";"Gael MARTINEZ";0;2,25;4,2;5;8;0;"2HGJOVR14IXOTJ03OO5C6A6YCZV87E";54;0,232820230896097;0,12;0,01;300;"Find the Barcode on the product packaging";"Given the image of a product 360 degrees, find the barcode written on the packaging";988;2,99475694458763;-0,233526330300524;13,793106428157;83;41
"A2WNBSR5VT361D";"Gael MARTINEZ";0;2,25;4,2;5;8;0;"2SFXP3TVOK5YK0KVKEHEYZFZZY7522";5;1,33214594127807;0,24;0,02;300;"Find the Barcode on the product packaging picture";"Given the 360° picture of a product , find the barcode written on the packaging";13524;4,13110516209373;-1,33257747543462;3649,67991476746;80;49
"A2WSLUBF22244I";"Don Noh";0;5;5;5;1;0;"2C4PHMVHVKCJXM6BXQVJH9KSWA4538";74;0,0185185185185185;0,1;0,05;1800;"Identify the person and his/her occupation on the magazine cover";"By visiting the online cover archive for Der Spiegel magazine, identify the person (if it is a person) covered on the cover page and his/her occupation.";671;2,82672252016899;-0,0185185185185185;1,32484848484848;152;64
"A2XV2ZU2C8H3L3";"Alex Genevsky";5;4,82;5;5;12;0;"2KGW3K4F0OHRNKVNIYBOBL94NJD10R";35;6,91666666666667;0,05;0,05;3600;"Reading Facial Expressions";"Rate the emotions expressed in pictures";1973;3,29512708525219;-6,91666666666667;620,564814814815;39;26
"A2YMZBEGVGAF84";"";NA;NA;NA;NA;NA;NA;"2FH56XBAT2DB65O9SOUQAJG7UYM04Y";81;0,251948051948052;6;0,1;60;"Find the contact information for an app";"Given an iOS app name, find the contact information for the app&#39;s developer.";494;2,69372694892365;-0,252111760883691;35,2919160646715;80;39
"A2ZYYITKPUSNP4";"Matthew Kennedy";0;1;1;0;1;0;"2C4PHMVHVKCJXGND96VJG9KS1C235T";47;0,179721030042918;0,6;0,01;60;"Pull web traffic data from Similarweb";"Go to similarweb.com and enter one piece of data";1192;3,07627625540422;-0,179817498658078;15,4617445111181;48;37
"A30YKX7SAFPF8X";"Keith Barrette";0;1;0;0;1;0;"2QPDNVP3TVOK7F2MLVP70EO1F0Y304";17;0,00221620290568825;0,02;0,02;3600;"Find the contact information for this article&#39;s author";"Given a news article article URL, find an email address for the author.";4064;3,60895369927586;-0,00221729490022173;1,69960088691796;71;58
"A351PW5ZEFNTP";"Sahar";3;2,29;4,62;3,17;21;0;"279O8JIA0RYNDRI259D0GBMJXXO05S";34;0,0949844651575677;0,05;0,05;3600;"ReferIt Game";"Please label the boxed object so that another worker will be able to identify it.";2012;3,30362797638389;-0,095016095016095;15,977996003996;81;12
"A38VR1NRQY8JGV";"Dan Lopez";0;4;5;5;1;0;"21WH0OHOVR14SFSSIK02PEC1GC454S";83;0,108239095315024;0,05;0,05;3600;"Find Company Information and categorize it";"Given the company information, find the URL for their careers page";585;2,76715586608218;-0,10867802108678;5,61856634849336;66;42
"A39CDFUMVPR4T6";"Ryohei Urayama";0;5;5;5;1;0;"2CH5TVOK5UFMKW7CP5FZOYQU6EZ742";67;0,226134301270417;0,257142857142857;0,03;420;"Winnow desirable images";"The worker selects pictures in which an object made of paper is photographed in a desirable style.";833;2,92064500140679;-0,226216412490922;25,4314904103718;98;23
"A3B23P18WDZA23";"Latif Alam";3;3;3;3;1;0;"249OVHVKCJ01W64J3SY9OQXA9CN756";64;0,0500880669308675;0,1;0,1;3600;"Video Advertising Survey";"Watch a short ad and answer several questions";872;2,94051648493257;-0,0501046140292919;2,18037857693457;45;24
"A3BJLJYW09GWND";"Jason Shin";0;3;5;5;3;0;"24NR3TVOK5UF3AVALF5O9FYR16G36D";49;0,178861788617886;0,02;0,02;3600;"Look up a PGA Tour golfer&#39;s starting time";"Find a PGA Tour golfer&#39;s starting time on a given webpage and record it";1140;3,05690485133647;-0,178861788617886;10,8581752484192;75;45
"A3CRVXK9FATUMA";"Ilir Sela";0;1;0;0;1;0;"260LVCNHMVHV2AWFURB2F4JCGSS20Y";80;0,0105785123966942;0,6;0,05;300;"Find the Business at a Phone Number";"Given a phone number, call and find out which business is at this number";603;2,78031731214015;-0,0105820105820106;0,463611859838275;72;35
"A3HPJDLS1VD2U";"";NA;NA;NA;NA;NA;NA;"25M5K4F0OHOVSBBFQQF2W92HJHX12H";44;0,0272460528154255;0,48;0,08;600;"Find Names and Email Addresses of Marketing Contacts at the listed companies";"I wish to identify the name and email address of the marketing executive at the listed companies.";1258;3,09968064110925;-0,0272536687631027;2,38434485052992;97;76
"A3JC2RCEERC8M1";"Josh Jones";1;1;5;4,33;8;0;"2BVM4F0OHOVRXNVINBTLK2HEG4I23P";6;4,44444444444444;0,01;0,01;3600;"Flag images - (WARNING: This HIT may contain adult content. Worker discretion is advised.)";"Select inappropriate images (may contain adult content)";11859;4,07404806906263;-4,44444444444444;620,73640167364;55;90
"A3JHNZIJ4A98O";"Sundeep Kumar";3,33;3,75;3,63;3,88;8;0;"2ZSQUQIHPCGJ589ZWVN52H1SPTU604";20;0,0849752339020363;0,05;0,05;3600;"For the specified webpage, please check if the content has been correctly loaded";"For the page, check if the content has been correctly loaded and there aren&#39;t any formatting errors as specified.";3139;3,49679131570004;-0,0850126638035459;7,34060715465572;117;80
"A3OTNEK03XM01C";"Robert Figiel";0;1;0;0;1;0;"23NJVKCJ011KDZHWWMBQ7618Q7E79Z";63;0,0145374449339207;0,04;0,04;3600;"Find fashion companies&#39; user names on social networks";"Given the company information below, find their user name for Facebook, Twitter, Pinterest and Instagram";864;2,93651374247889;-0,0145430507354156;0,573137753696752;104;57
"A3SZXR5WZ05YAR";"Nick Wolf";1;2;3,33;3,33;5;0;"25MSIHPCGJ2GRL5UB8OHBJPPVO6823";42;0,174191893278604;0,42;0,07;600;"Find the Website Address and Phone Number for this Technology Company";"Given the company name and country, find the URL for their official website as well as the phone number for their HQ (Phone number should have an area code - do not use toll free numbers)";1164;3,06595298031387;-0,174236592250449;10,3338893165683;187;69
"A3SZXR5WZ05YAR";"Nick Wolf";1;2;3,33;3,33;5;0;"2LUCESCWY2ARDMXD1H7OZGQSGNE00J";31;0,154770575382374;0,06;0,06;3600;"Find the Website Address for This Tech Comapny";"Given the Technology Comapnies information, find the URL for their official website";2038;3,30920417967041;-0,154826958105647;12,7065358067299;83;46
"A3SZXR5WZ05YAR";"Nick Wolf";1;2;3,33;3,33;5;0;"2C4PHMVHVKCMPLIBHAVJI9KQ0E935G";28;0,880112269446672;0,12;0,06;1800;"Lead Qualification - This Website Offer Data Backup Services? Yes or No?";"Given the contact information for this technology company, verify if this is a GOOD LEAD. If Good lead put YES. If not, put NO. If the website is down, or for sale, put OOB or Out of Business.";2460;3,39093510710338;-0,880465302847974;118,744231674776;192;72
"A3U0KMDJIQJ8I3";"Brad Flora";0;4;0;0;1;0;"230LIA0RYNJ9I9NCZDWBRJVUH2Y72Y";62;0,211825192802057;0,2;0,2;3600;"Find the physical address for businesses";"Given the business URL, find the physical address";628;2,7979596437372;-0,211934156378601;11,8239448751077;49;40
"A3V0NW1O3H4ZN9";"Story of Where";5;1;4;3,5;3;0;"2IUC1QP6AUC66JU2Q2SXDV0GS9K078";16;0,0844637708559815;0,175;0,35;7200;"Edit and Fix Extracted PDF Text";"You will be reviewing National Historic Place PDF files and correcting text that was extracted from the PDF";3988;3,60075514963962;-0,0845276950002365;9,71701068198944;107;31
"A3VKDZFIVBZ1Y3";"Jon Bourbeau";1;0;2;4;1;0;"294YY2AOO2GMRGOMU0HSMM6JJF9440";90;0,0419794698942853;1;0,5;1800;"University Executive Officers";"Given the University, Please provide the contact information for the President, CFO &amp; Treasurer";484;2,68484536164441;-0,0421084985400338;2,42404493434941;99;29
"A4K2YBEJGDOUB";"";NA;NA;NA;NA;NA;NA;"2KGW3K4F0OHSKJCEZWBODL92MEH10R";46;0,0222905457340507;0,12;0,01;300;"Find the Website Address for Merchants";"Given the merchant information, find the URL for their official website";1220;3,08635983067475;-0,0222991157247213;0,577638408304498;71;38
"A4K2YBEJGDOUB";"";NA;NA;NA;NA;NA;NA;"2SFXP3TVOK5Y4BGBF6HEZZFYVS325R";73;0,2152190622598;0,24;0,02;300;"Find the Website Address for Merchants";"Given the merchant information, find the URL for their official website";729;2,86272752831797;-0,215301806997309;16,8433294886582;71;38
"A7NS1MBL1TVMV";"Anthony";2,5;3;2,5;4,5;2;0;"2PBKA0RYNJ95ZYRRW02MTTUJY4A83I";33;0,057116953762466;0,05;0,05;3600;"Find the Email, and Twitter Handle for the URL given";"Find the Email, and Twitter Handle for the URL given";2015;3,30427505047713;-0,0571428571428571;13,3409836065574;52;52
"AC602HL90JHWA";"Madeline Parra";0;2,17;5;5;6;0;"26V8XBAT2D5QEG576QH0TG5U6SQ15G";8;2,55868700265252;0,02;0,02;3600;"Tweet Classification";"Categorize tweets as restaurant reviews or not.";9225;3,9649663748311;-2,55953565505804;464,639431584592;47;20
"ACEMK61WXPAUN";"Merge Adam Landrum";5;4,5;3,67;5;3;0;"20NENHMVHVKCZLLA7TY4S79MWYA42Z";82;1,25;0,025;0,15;21600;"Find the Email Addresses for Higher Ed Professionals";"Given the name, position title, and school name, find the email address for the individual";587;2,76863810124761;-1,25;38,25;90;52
